verdict51516	  1 Das Landgericht hat den Angeklagten wegen schweren Raubes in Tateinheit mit gefährlicher Körperverletzung in zwei Fällen (Fälle II_ 1_ und 2_ der Urteilsgründe) sowie wegen schweren räuberischen Diebstahls in Tateinheit mit gefährlicher Körperverletzung (Fall II_ 3_ der Urteilsgründe) zu einer Gesamtfreiheitsstrafe von vier Jahren und sechs Monaten verurteilt_  2 Dagegen wendet sich der Beschwerdeführer mit seiner auf die Sachrüge gestützten Revision.	revisionsErfolg
verdict51998	 Die Revision gegen das Urteil des 2_ Zivilsenats des Thüringischen Oberlandesgerichts in Jena vom 27-2-2008 wird auf Kosten der Klägerin zurückgewiesen.	revisionsMisserfolg
verdict28730	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Nürnberg-Fürth vom 14-10-2003 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO).	revisionsMisserfolg
verdict60475	 Die Anhörungsrüge der Kläger gegen das Senatsurteil vom 20-3-2012 wird zurückgewiesen.	revisionsMisserfolg
verdict49214	  Die Revision des Angeklagten gegen das Urteil des Landgerichts Flensburg vom 10-3-2009 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO).	revisionsMisserfolg
verdict49696	  1 Die Beklagten waren Inhaber des auch mit Wirkung für die Bundesrepublik Deutschland erteilten europäischen Patents 0 752 137 (Streitpatents), das am 13-3-1995 unter Inanspruchnahme der Priorität deutscher Voranmeldungen vom 15-3-1994 und vom 28-1-1995 angemeldet worden und im Verlaufe des Berufungsverfahrens durch Nichtzahlung der Jahresgebühr erloschen ist.	revisionsMisserfolg
verdict23042	 Die Revision der Beklagten gegen das Urteil des 1_ Zivilsenats des Oberlandesgerichts Karlsruhe vom 18-3-1998 wird nicht angenommen.	revisionsMisserfolg
verdict62644	 Die Beschwerde gegen die Nichtzulassung der Revision im Urteil des 12_ Zivilsenats des Oberlandesgerichts Düsseldorf vom 20-5-2010 wird auf Kosten des Beklagten zurückgewiesen.	revisionsMisserfolg
verdict61319	   Die Revision der Staatsanwaltschaft gegen das Urteil des Landgerichts Hannover vom 24-1-2012 wird verworfen.	revisionsMisserfolg
verdict39412	 Die Rechtsbeschwerde gegen den Beschluss der 6_ Zivilkammer des Landgerichts Oldenburg vom 31-10-2005, berichtigt durch Beschluss vom 4-11-2005, wird auf Kosten des weiteren Beteiligten als unzulässig verworfen.	revisionsMisserfolg
verdict50673	 Die Rechtsbeschwerde gegen den Beschluss des Landgerichts Gießen - 7_ Zivilkammer - vom 6-4-2009 wird auf Kosten des Schuldners zurückgewiesen.	revisionsMisserfolg
verdict43907	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Stralsund vom 23-7-2007 mit den Feststellungen aufgehoben, a) soweit der Angeklagte im Fall I 2 g der Urteilsgründe verurteilt worden ist; b) im Ausspruch über die Gesamtstrafe.	revisionsErfolg
verdict69277	 Die Rechtsbeschwerde der Beteiligten zu 1 gegen den Beschluss des 20_ Zivilsenats des Oberlandesgerichts Frankfurt am Main vom 30-1-2014 wird zurückgewiesen.	revisionsMisserfolg
verdict28766	   Die Revision des Angeklagten gegen das Urteil des Landgerichts Köln vom 11-6-2003 wird verworfen.	revisionsMisserfolg
verdict25259	 Auf die Revision der Klägerin wird das Urteil des 21_ Zivilsenats des Oberlandesgerichts Düsseldorf vom 16-4-2002 aufgehoben.	revisionsMisserfolg
verdict75518	 Auf die Gegenvorstellung der Klägerin wird der Beschluss des Senats vom 16-9-2015 dahingehend abgeändert, dass der Gegenstandswert für das Revisionsverfahren 3832,65 € beträgt.	revisionsErfolg
verdict26584	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Meiningen vom 14-3-2002 wird als unbegründet verworfen mit der Maßgabe, daß der Angeklagte des sexuellen Mißbrauchs eines Kindes in einem Fall sowie des schweren sexuellen Mißbrauchs eines Kindes in neun Fällen schuldig ist.	revisionsMisserfolg
verdict46153	 Die Rechtsbeschwerde des Klägers gegen den Beschluss des 26_ Zivilsenats des Kammergerichts vom 26-9-2007 wird zurückgewiesen.	revisionsMisserfolg
verdict64814	 Auf die Rechtsbeschwerde des Schuldners wird der Beschluss des Oberlandesgerichts München - 34_ Zivilsenat - vom 18-6-2012 aufgehoben.	revisionsErfolg
verdict37688	 Dem Schuldner wird auf seine Kosten Wiedereinsetzung in den vorigen Stand nach Versäumung der Frist zur Einlegung und Begründung der Rechtsbeschwerde gegen den Beschluss der 7_ Zivilkammer des Landgerichts Duisburg vom 26-9-2005 gewährt.	irrelevant
verdict34170	   Auf die Revision der Staatsanwaltschaft wird das Urteil des Landgerichts Oldenburg vom 24-1-2005 mit den zugehörigen Feststellungen aufgehoben, a) soweit die Angeklagte wegen gefährlicher Körperverletzung verurteilt worden ist (Ziff.	revisionsErfolg
verdict72494	 1_ Auf die Revision der Angeklagten wird das Urteil des Landgerichts Erfurt vom 9-12-2014 mit den Feststellungen aufgehoben.	revisionsErfolg
verdict59474	 Die Rechtsbeschwerde gegen den Beschluss des Landgerichts München I - 13_ Zivilkammer - vom 28-11-2011 wird auf Kosten des Klägers als unzulässig verworfen.	revisionsMisserfolg
verdict72012	 Auf die Rechtsbeschwerde des Betroffenen wird der Beschluss der 9_ Zivilkammer des Landgerichts Stade vom 26-1-2015 aufgehoben.	revisionsErfolg
verdict27428	  Auf die Rechtsmittel der Antragsteller werden der Beschluß der Zivilkammer 85 des Landgerichts Berlin vom 5-10-2001 und der Beschluß des Amtsgerichts Tiergarten vom 14-2-2001 im Kostenpunkt und insoweit aufgehoben, als sie den Eigentümerbeschluß vom 10-4-2000 zur Fälligkeit der Vorschußforderungen (Absätze 2 und 3 des Versammlungsprotokolls zu Tagesordnungspunkt 7) betreffen.	revisionsErfolg
verdict73349	 Die Rechtsbeschwerde der Klägerin gegen den Beschluss des 13_ Zivilsenats des Oberlandesgerichts Nürnberg vom 8-7-2013 wird als unzulässig verworfen.	revisionsMisserfolg
verdict50649	 Auf die Rechtsmittel der Beklagten werden das Urteil des 7_ Zivilsenats des Hanseatischen Oberlandesgerichts Hamburg vom 29-7-2008 aufgehoben und das Urteil des Landgerichts Hamburg vom 29-2-2008 abgeändert.	revisionsErfolg
verdict27427	 Die außerordentliche Beschwerde des Klägers gegen den Beschluß des 12_ Zivilsenats des Brandenburgischen Oberlandesgerichts vom 10-7-2003 wird verworfen.	revisionsMisserfolg
verdict24392	 Die Revision gegen das Urteil des 13_ Zivilsenats des Oberlandesgerichts Köln vom 14-11-2001 wird auf Kosten des Klägers zurückgewiesen.	revisionsMisserfolg
verdict60452	 Auf die Revision der Beklagten wird das Urteil des 22_ Zivilsenats des Kammergerichts in Berlin vom 8-11-2010 aufgehoben, soweit zu ihrem Nachteil erkannt worden ist.	revisionsErfolg
verdict23066	  Auf die Revisionen der Staatsanwaltschaft wird das Urteil des Landgerichts Berlin vom 15-4-1999 mit den zugehörigen Feststellungen aufgehoben.	revisionsErfolg
verdict19807	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Traunstein vom 28-11-2000 im Strafausspruch mit den zugehörigen Feststellungen aufgehoben.	revisionsErfolg
verdict62621	 Der Antrag der Beklagten, ihnen zur Wahrnehmung ihrer Rechte gemäß § 78b ZPO einen beim Bundesgerichtshof zugelassenen Rechtsanwalt beizuordnen, wird abgelehnt.	irrelevant
verdict35037	 Die Beschwerde des Klägers gegen die Nichtzulassung der Revision in dem Urteil des 9_ Zivilsenats des Hanseatischen Oberlandesgerichts in Hamburg vom 18-3-2005 wird zurückgewiesen, weil sie nicht aufzeigt, dass die Rechtssache grundsätzliche Bedeutung hat oder die Fortbildung des Rechts oder die Sicherung einer einheitlichen Rechtsprechung eine Entscheidung des Revisionsgerichts erfordert (§ 543 Abs_ 2 S_ 1 ZPO).	revisionsMisserfolg
verdict57282	 Auf die Revision des Klägers wird das Urteil des 2_ Zivilsenats des Oberlandesgerichts Koblenz vom 27-5-2010 im Kostenpunkt und insoweit aufgehoben, als die Klage in Höhe von 5051,57 € nebst anteiligen Zinsen abgewiesen worden ist.	revisionsErfolg
verdict37218	 Die Rechtsbeschwerde des weiteren Beteiligten zu 1 gegen den Beschluss der 7_ Zivilkammer des Landgerichts Lübeck vom 23-5-2005 wird als unzulässig verworfen.	revisionsMisserfolg
verdict73350	 Der vom 2_ Strafsenat beabsichtigten Entscheidung, dass bei der billigen Entschädigung in Geld (§ 253 Abs_ 2 BGB) weder die wirtschaftlichen Verhältnisse des Geschädigten noch die des Schädigers zu berücksichtigen sind, steht Rechtsprechung des 1_ Strafsenats entgegen.	irrelevant
verdict18952	   Die Revision des Angeklagten gegen das Urteil des Landgerichts Mönchengladbach vom 22-3-2000 wird verworfen.	revisionsMisserfolg
verdict77712	 Der Antrag auf Bewilligung von Prozesskostenhilfe wird zurückgewiesen.	irrelevant
verdict38544	 Der Antrag des Beklagten auf Bewilligung von Prozesskostenhilfe für die Beschwerde gegen die Nichtzulassung der Revision im Urteil des 7_ Zivilsenats des Brandenburgischen Oberlandesgerichts vom 31-8-2005 wird abgelehnt.	revisionsMisserfolg
verdict39870	 1_ Auf die Revision der Angeklagten gegen das Urteil des Landgerichts Frankfurt am Main vom 13-12-2006 wird a) die Verurteilung der Angeklagten in den Fällen 173 bis 181 der Anklageschrift aufgehoben und das Verfahren eingestellt; b) der Schuldspruch dahin geändert, dass die Angeklagte wegen Untreue in 355 Fällen und wegen Urkundenfälschung in fünf Fällen verurteilt ist.	revisionsErfolg
verdict36363	  Der Antrag des Angeklagten vom 4-1-2006 auf Wiedereinsetzung in den vorigen Stand gegen die Versäumung der Frist zur Einlegung der Revision gegen das Urteil des Landgerichts Mannheim vom 13-12-2005 und die Revision des Angeklagten gegen dieses Urteil werden als unzulässig verworfen.	revisionsMisserfolg
verdict76868	 Auf die Revision der Beklagten wird der Beschluss des 3_ Zivilsenats des Oberlandesgerichts Hamm vom 2-2-2015 aufgehoben.	revisionsErfolg
verdict24344	 Der Antrag auf Wiedereinsetzung gegen die Versäumung der Frist zur Rechtsbeschwerde gegen den Beschluß der 1_ Zivilkammer des Landgerichts Essen vom 20-3-2002 wird auf Kosten der Schuldnerin zurückgewiesen.	revisionsMisserfolg
verdict49648	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Halle vom 5-5-2009 im Strafausspruch aufgehoben.	irrelevant
verdict23018	 1_ Der Antrag des Antragstellers auf Gewährung von Prozesskostenhilfe für die sofortige Beschwerde gegen den Beschluss des 1_ Senats des Sächsischen Anwaltsgerichtshofs beim Ober- landesgericht Dresden vom 22-1-1999 wird zurückgewiesen.	revisionsMisserfolg
verdict46130	 Die Anhörungsrüge vom 21-10-2008 gegen das Senatsurteil vom 17-9-2008 wird auf Kosten des Klägers zurückgewiesen.	revisionsMisserfolg
verdict52818	 Auf die Revision des Angeklagten wird das Urteil des Landgerichts Itzehoe vom 17-11-2009 nach § 349 Abs_ 4 StPO im Rechtsfolgenausspruch mit den zugehörigen Feststellungen aufgehoben.	revisionsErfolg
verdict25670	 Auf die Revision der Beklagten wird das Urteil des 18_ Zivilsenats des Oberlandesgerichts Düsseldorf vom 15-6-2000 aufgehoben.	revisionsErfolg
verdict40823	 Die Klage wird abgewiesen.	revisionsErfolg
verdict39846	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Stuttgart vom 6-11-2006 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO).	revisionsMisserfolg
verdict75543	 Die Rechtsbeschwerde gegen den Beschluss der 5_ Zivilkammer des Landgerichts Dresden vom 12-6-2015 wird auf Kosten des Rechtsbeschwerdeführers zurückgewiesen.	revisionsMisserfolg
verdict74217	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Berlin vom 29-4-2015 dahingehend abgeändert, dass der Angeklagte des Betruges in 37 Fällen, der Steuerhinterziehung in 43 Fällen, von denen es in vier Fällen beim Versuch verblieb, sowie des Vorenthaltens von Arbeitsentgelt in 39 Fällen schuldig ist.	revisionsErfolg
verdict25669	 Auf die Revision der Klägerin wird das Urteil des 1_ Zivilsenats des Oberlandesgerichts München vom 22-12-1998 aufgehoben.	revisionsErfolg
verdict74699	 Auf die Revision der Beklagten wird der Beschluss des Oberlandesgerichts München - 8_ Zivilsenat - vom 24-1-2014 aufgehoben.	revisionsErfolg
verdict47479	 Die Beschwerde der Klägerin gegen die Nichtzulassung der Revision in dem Urteil des 22_ Zivilsenats des Kammergerichts in Berlin vom 17-7-2008 wird zurückgewiesen.	revisionsMisserfolg
verdict67060	 1_ Auf die Revisionen der Angeklagten wird das Urteil des Landgerichts Dresden vom 24-5-2013 gemäß § 349 Abs_ 4 StPO aufgehoben a) mit den zugehörigen Feststellungen im Fall 1 der Urteilsgründe, b) im Ausspruch über die Gesamtstrafe für den Angeklagten V_ .	revisionsErfolg
verdict48323	 Die Revision der Klägerin gegen das Urteil des 7_ Zivilsenats des Oberlandesgerichts Stuttgart vom 16-10-2008 wird auf ihre Kosten zurückgewiesen.	revisionsMisserfolg
verdict45298	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Frankfurt am Main vom 13-5-2008 im Schuldspruch dahin geändert, dass der Angeklagte der unerlaubten Einfuhr von Betäubungsmitteln in nicht geringer Menge in Tateinheit mit versuchter Durchfuhr von Betäubungsmitteln und mit Beihilfe zum unerlaubten Handeltreiben mit Betäubungsmitteln in nicht geringer Menge schuldig ist.	revisionsErfolg
verdict61753	 Auf die Revision des Angeklagten wird das Urteil des Landgerichts Bielefeld vom 5-3-2012 mit den Feststellungen aufgehoben.	revisionsErfolg
verdict60427	 Auf die Berufung der Beklagten wird das am 10-2-2009 verkündete Urteil des 3_ Senats (Nichtigkeitssenats) des Bundespatentgerichts abgeändert_ Das europäische Patent 1 042 961 wird mit Wirkung für die Bundesrepublik Deutschland dadurch teilweise für nichtig erklärt, dass die Patentansprüche die Fassung der deutschen Übersetzung der Patentschrift erhalten, wobei in den Patentansprüchen 1, 5 und 6 an die Stelle der Worte "Bereich von 60 bis 90 mm" die Worte "Bereich von >60 bis 76 mm" treten und die Patentansprüche 2 und 8 entfallen.	revisionsErfolg
verdict71193	 Die Erinnerung des Schuldners gegen den Ansatz der Gerichtskosten vom 19-9-2014 (Kostenrechnung vom 30-9-2014, Kassenzeichen 780014142412) wird zurückgewiesen.	revisionsMisserfolg
verdict35496	   Die Revision des Angeklagten gegen das Urteil des Landgerichts Darmstadt vom 21-1-2005 wird verworfen.	revisionsMisserfolg
verdict38521	 Die Revision des Angeklagten gegen das Urteil des Landgerichts Hildesheim vom 7-9-2006 wird als unbegründet verworfen, da die Nachprüfung des Urteils auf Grund der Revisionsrechtfertigung keinen Rechtsfehler zum Nachteil des Angeklagten ergeben hat (§ 349 Abs_ 2 StPO).	revisionsMisserfolg
verdict68386	 Die Rechtsbeschwerde gegen den Beschluss der 5_ Zivilkammer des Landgerichts Gera vom 12-11-2013 wird auf Kosten des Insolvenzverwalters zurückgewiesen.	revisionsMisserfolg
verdict72048	 Auf die Rechtsbeschwerde des weiteren Beteiligten zu 1 wird der Beschluss des 15_ Zivilsenats - Senat für Familiensachen - des Kammergerichts in Berlin vom 28-11-2014 aufgehoben.	revisionsErfolg
verdict24367	 Die Beschwerde der Beklagten gegen die Nichtzulassung der Revision im Urteil des 15_ Zivilsenats des Oberlandesgerichts Düsseldorf vom 20-2-2002 wird zurückgewiesen.	revisionsMisserfolg
verdict77735	 1_ Es wird festgestellt, dass die Revision des Angeklagten gegen das Urteil des Landgerichts Freiburg vom 5-2-2016 durch den Schriftsatz seines Verteidigers vom 5-4-2016 nicht wirksam zurückgenommen worden ist.	revisionsMisserfolg
verdict80905	 Die Untersuchungshaft hat fortzudauern.	revisionsMisserfolg
verdict76409	 Die Beschwerde der Kläger gegen die Nichtzulassung der Revision in dem Beschluss des 11_ Zivilsenats des Oberlandesgerichts Celle vom 17-12-2015 - 11 U 116/15 - wird zurückgewiesen, weil ein Revisionszulassungsgrund nach § 543 Abs_ 2 Satz 1 ZPO nicht vorliegt.	revisionsMisserfolg
verdict25693	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Stendal vom 12-9-2002 im Strafausspruch mit den Feststellungen aufgehoben; die Feststellungen zur Schuldfähigkeit des Angeklagten bleiben jedoch bestehen.	revisionsErfolg
verdict63922	 Der Antrag des Klägers auf Zulassung der Berufung gegen das Urteil des 2_ Senats des Hessischen Anwaltsgerichtshofs vom 13-11-2012 wird abgelehnt.	revisionsMisserfolg
verdict36315	 Der Kostenansatz in der Gerichtskostenrechnung vom 25-10-2005 wird aufgehoben.	revisionsErfolg
verdict36798	  Der Antrag der Beklagten vom 30-1-2006 auf Wiedereinsetzung in den vorigen Stand wird als unzulässig verworfen.	revisionsMisserfolg
verdict36797	 Auf die Nichtzulassungsbeschwerde des Klägers wird das Urteil des 7_ Zivilsenats des Oberlandesgerichts Dresden vom 29-7-2004 aufgehoben.	revisionsErfolg
verdict38979	 Die Rechtsbeschwerde der Klägerin gegen den Beschluss des 13_ Zivilsenats in Freiburg des Oberlandesgerichts Karlsruhe vom 8-2-2006 wird auf ihre Kosten zurückgewiesen.	revisionsMisserfolg
verdict76893	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Gera vom 18-1-2016, soweit es ihn betrifft, im Ausspruch über die Gesamtfreiheitsstrafen mit der Maßgabe aufgehoben, dass eine nachträgliche gerichtliche Entscheidung über die Gesamtstrafe und über die Kosten des Rechtsmittels im Verfahren nach §§ 460, 462 StPO zu treffen ist.	revisionsErfolg
verdict58583	 Die Beschwerde gegen die Nichtzulassung der Rechtsbeschwerde in dem Beschluss des 1_ Kartellsenats des Oberlandesgerichts Düsseldorf vom 15-12-2010 wird auf Kosten der Betroffenen zu 1 zurückgewiesen.	revisionsMisserfolg
verdict57257	 Die Rechtsbeschwerde gegen den Beschluss der Zivilkammer 82 des Landgerichts Berlin vom 4-3-2011 wird auf Kosten der Beklagten zurückgewiesen.	revisionsMisserfolg
verdict76411	  Auf die Rechtsbeschwerde der weiteren Beteiligten zu 2 wird der Beschluss des 3_ Zivilsenats - 2_ Senat für Familiensachen - des Oberlandesgerichts Oldenburg vom 16-6-2016 aufgehoben.	revisionsErfolg
verdict50602	 Die Revisionen der Angeklagten gegen das Urteil des Landgerichts Dresden vom 25-6-2009 werden nach § 349 Abs_ 2 StPO als unbegründet verworfen.	revisionsMisserfolg
verdict26537	 Die Revision des Klägers gegen das Urteil des 3_ Zivilsenats des Oberlandesgerichts Karlsruhe vom 13-3-2002 wird auf seine Kosten zurückgewiesen.	revisionsMisserfolg
verdict46129	 Die Anhörungsrüge vom 17-10-2008 gegen den Senatsbeschluss vom 2-10-2008 wird auf Kosten des Klägers verworfen.	revisionsMisserfolg
verdict22175	  Zuständig für die Entscheidung über den Antrag der Staatsanwaltschaft Göttingen ist das Amtsgericht Ulm.	irrelevant
verdict45274	 Die Rechtsbeschwerde der Markeninhaberin gegen den am 23-10-2007 an Verkündungs statt zugestellten Beschluss des 32_ Senats (Marken-Beschwerdesenats) des Bundespatentgerichts wird, soweit sie sich gegen die Zurückweisung der Beschwerde der Markeninhaberin gegen den Beschluss der Markenabteilung des Deutschen Patent- und Markenamts vom 27-12-2004 hinsichtlich der Waren Spielkarten, Spiele und Spielzeug richtet, zurückgewiesen und im Übrigen als unzulässig verworfen.	revisionsMisserfolg
verdict22174	 Für die nachträglichen Entscheidungen, die sich auf die Strafaussetzung zur Bewährung hinsichtlich des Urteils des Amtsgerichts Osnabrück vom 15-12-2000 - 49 Ds 2 Js 17157/00 (463/00) - beziehen, ist die Strafvollstreckungskammer des Landgerichts Bielefeld zuständig.	irrelevant
verdict55065	 Auf die Revision des Angeklagten wird das Urteil des Landgerichts Hildesheim vom 21-9-2010 mit den Feststellungen aufgehoben.	revisionsErfolg
verdict34146	 Die Revision gegen das Urteil des 5_ Zivilsenats des Kammergerichts vom 21-6-2002 wird auf Kosten der Beklagten zurückgewiesen.	revisionsMisserfolg
verdict61730	 Der Antrag des Klägers auf Beiordnung eines Notanwalts für das Rechtsbeschwerdeverfahren wird zurückgewiesen.	revisionsMisserfolg
verdict59427	 Die Rechtsbeschwerde gegen den Beschluss der 19_ Zivilkammer des Landgerichts Stuttgart vom 7-4-2011 wird auf Kosten des Beteiligten zu 1 zurückgewiesen.	revisionsMisserfolg
verdict56391	 Auf die Rechtsbeschwerde der Schuldnerin wird festgestellt, dass der Beschluss der Zivilkammer 85 des Landgerichts Berlin vom 27-9-2010 und der Beschluss des Amtsgerichts Spandau vom 25-5-2010 wirkungslos sind.	revisionsErfolg
verdict78603	 Die Anhörungsrügen des Verurteilten vom 11-4-2017 und vom 17-4-2017 gegen den Beschluss des Senats vom 23-2-2017 werden auf seine Kosten zurückgewiesen.	revisionsMisserfolg
verdict74241	 Der Gegenstandswert für das Rechtsbeschwerdeverfahren wird auf 17511,61 € festgesetzt.	irrelevant
verdict35472	 Die Gehörsrüge gegen die Nichtannahme der Revision vom 10-11-2005 wird auf Kosten des Revisionsklägers zurückgewiesen.	revisionsMisserfolg
verdict71532	   1_ Auf die Revision der Staatsanwaltschaft wird das Urteil des Landgerichts Düsseldorf vom 27-10-2014 im Strafausspruch mit den zugehörigen Feststellungen aufgehoben.	revisionsErfolg
verdict70688	 1_ Die Revisionen der Angeklagten gegen das Urteil des Landgerichts Nürnberg-Fürth vom 24-10-2013 werden verworfen.	revisionsMisserfolg
verdict51129	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Frankfurt (Oder) vom 25-6-2009 aufgehoben a) im Ausspruch über die Einzelstrafe im Fall II 2 der Urteilsgründe sowie b) im Ausspruch über die Gesamtstrafe.	revisionsErfolg
verdict19878	 Die sofortige Beschwerde der Beklagten gegen den Beschluß des 27_ Zivilsenats des Kammergerichts vom 24-4-2001 wird auf ihre Kosten verworfen.	revisionsMisserfolg
verdict68801	 Die Selbstablehnung der Präsidentin des Bundesgerichtshofs L_ wird für begründet erklärt.	irrelevant
verdict63113	 Die Beschwerde gegen die Nichtzulassung der Revision im Urteil des 3_ Zivilsenats des Oberlandesgerichts Koblenz vom 11-5-2012 wird auf Kosten der Beklagten zurückgewiesen.	revisionsMisserfolg
verdict60088	 Die Beschwerde gegen die Nichtzulassung der Revision in dem Urteil des 8_ Zivilsenats des Oberlandesgerichts Celle vom 10-6-2010 wird auf Kosten der Klägerin zurückgewiesen.	revisionsMisserfolg
verdict32851	 1_ Auf die Revision des Angeklagten wird das Urteil des Landgerichts Osnabrück vom 19-10-2004 dahin geändert, daß der Angeklagte wegen - schweren sexuellen Mißbrauchs von Kindern in zwei Fällen, jeweils in zwei tateinheitlichen Fällen, - schweren sexuellen Mißbrauchs von Kindern in zwei tateinheitlichen Fällen in Tateinheit mit sexuellem Mißbrauch eines Kindes und wegen - sexuellen Mißbrauchs eines Kindes zur Gesamtfreiheitsstrafe von sieben Jahren und sechs Monaten verurteilt sowie seine Unterbringung in der Sicherungsverwahrung angeordnet wird.	revisionsErfolg
verdict80491	    1_ Auf die Revision der Staatsanwaltschaft wird das Urteil des Landgerichts Düsseldorf vom 17-1-2017, soweit es die Angeklagten A_ und P_ betrifft,  a) im Schuldspruch dahin geändert, dass diese Angeklagten jeweils des schweren Bandendiebstahls in 17 Fällen, des versuchten schweren Bandendiebstahls in drei Fällen und des Wohnungseinbruchdiebstahls schuldig sind,  b) in den Aussprüchen über die Einzelstrafen in den Fällen II_6_ und II_9_ der Urteilsgründe sowie über die Gesamtstrafe aufgehoben, jedoch bleiben die jeweils zugehörigen Feststellungen aufrechterhalten_  Im Umfang der Aufhebung wird die Sache zu neuer Verhandlung und Entscheidung, auch über die Kosten des Rechtsmittels betreffend die Angeklagten A_   und P_ , an eine andere Strafkammer des Landgerichts zurückverwiesen_  2_ Die weitergehende Revision der Staatsanwaltschaft wird - soweit sie den Angeklagten M_   betrifft auf Kosten der Staatskasse, die auch die hierdurch entstandenen notwendigen Auslagen dieses Angeklagten zu tragen hat - verworfen.	revisionsErfolg
verdict43978	 Die Beschwerde gegen die Nichtzulassung der Revision in dem Urteil des 7_ Zivilsenats des Oberlandesgerichts Frankfurt am Main vom 19-1-2005 wird auf Kosten der Beklagten zurückgewiesen.	revisionsMisserfolg
